internal_drug_id,entity_status,name_candidate,name_source,name_resolution_status,rxnorm_match_status,rxnorm_match_method,rxcui,rxnorm_name,rxnorm_synonym,rxnorm_tty,rxnorm_language,match_score,enrichment_confidence,api_status,error_message
DRUG_000262,CONFIRMED_INTEGRATED_ENTITY,methocarbamol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,6845,methocarbamol,guaiphenesin carbamate,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000263,AMBIGUOUS_MAPPING_COMPONENT,hyoscyamine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,153970,hyoscyamine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000264,AMBIGUOUS_MAPPING_COMPONENT,atropine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,1223,atropine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000265,AMBIGUOUS_MAPPING_COMPONENT,(8-Methyl-8-Azabicyclo(3.2.1)Octan-3-Yl) 3-Hydroxy-2-Phenylpropanoate,pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,NO_MATCH,none,,,,,,0.0,NO_MATCH,success,
DRUG_000266,CONFIRMED_INTEGRATED_ENTITY,zolpidem,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,39993,zolpidem,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000267,CONFIRMED_INTEGRATED_ENTITY,famciclovir,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,68099,famciclovir,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000268,CONFIRMED_INTEGRATED_ENTITY,triprolidine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10849,triprolidine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000269,CONFIRMED_INTEGRATED_ENTITY,streptozocin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10114,streptozocin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000270,CONFIRMED_INTEGRATED_ENTITY,carboprost tromethamine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,20259,carboprost tromethamine,,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000271,CONFIRMED_INTEGRATED_ENTITY,Cefpiramide,pubchem_inchikey_lookup,PUBCHEM_TITLE_CANDIDATE,NO_MATCH,none,,,,,,0.0,NO_MATCH,success,
DRUG_000272,CONFIRMED_INTEGRATED_ENTITY,trifluridine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10803,trifluridine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000273,CONFIRMED_INTEGRATED_ENTITY,prochlorperazine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,8704,prochlorperazine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000274,CONFIRMED_INTEGRATED_ENTITY,cyproheptadine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3013,cyproheptadine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000275,CONFIRMED_INTEGRATED_ENTITY,nitric oxide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,7442,nitric oxide,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000276,CONFIRMED_INTEGRATED_ENTITY,bendroflumethiazide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,1369,bendroflumethiazide,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000277,CONFIRMED_INTEGRATED_ENTITY,allopurinol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,519,allopurinol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000278,CONFIRMED_INTEGRATED_ENTITY,"Ceftazidime, Antibiotic for Culture Media Use Only",pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,HIGH_EXACT,exact_identifier_based,1545984,ceftazidime anhydrous,,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000279,CONFIRMED_INTEGRATED_ENTITY,trimethoprim,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10829,trimethoprim,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000280,CONFIRMED_INTEGRATED_ENTITY,gemcitabine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,12574,gemcitabine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000281,CONFIRMED_INTEGRATED_ENTITY,NO_NAME_CANDIDATE,none,NO_NAME_CANDIDATE,HIGH_EXACT,exact_identifier_based,1546027,entecavir anhydrous,,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000282,AMBIGUOUS_MAPPING_COMPONENT,betamethasone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,1514,betamethasone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000283,AMBIGUOUS_MAPPING_COMPONENT,dexamethasone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3264,dexamethasone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000284,AMBIGUOUS_MAPPING_COMPONENT,Celestone,pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,NO_MATCH,none,,,,,,0.0,NO_MATCH,success,
DRUG_000285,CONFIRMED_INTEGRATED_ENTITY,teniposide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10362,teniposide,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000286,CONFIRMED_INTEGRATED_ENTITY,epirubicin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3995,epirubicin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000287,CONFIRMED_INTEGRATED_ENTITY,chloramphenicol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2348,chloramphenicol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000288,AMBIGUOUS_MAPPING_COMPONENT,lansoprazole,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,17128,lansoprazole,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000289,AMBIGUOUS_MAPPING_COMPONENT,dexlansoprazole,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,816346,dexlansoprazole,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000290,AMBIGUOUS_MAPPING_COMPONENT,Lansoprazole,pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,HIGH_EXACT,exact_name_lookup,17128,lansoprazole,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000291,CONFIRMED_INTEGRATED_ENTITY,dipivefrin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,23410,dipivefrin,dipivefrine,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000292,CONFIRMED_INTEGRATED_ENTITY,droperidol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3648,droperidol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000293,CONFIRMED_INTEGRATED_ENTITY,levothyroxine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10582,levothyroxine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000294,CONFIRMED_INTEGRATED_ENTITY,framycetin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,4556,framycetin,neomycin B,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000295,CONFIRMED_INTEGRATED_ENTITY,NO_NAME_CANDIDATE,none,NO_NAME_CANDIDATE,NO_MATCH,none,,,,,,0.0,NO_MATCH,success,
DRUG_000296,CONFIRMED_INTEGRATED_ENTITY,meperidine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,6754,meperidine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000297,CONFIRMED_INTEGRATED_ENTITY,loratadine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,28889,loratadine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000298,CONFIRMED_INTEGRATED_ENTITY,cephalothin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2236,cephalothin,cefalotin,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000299,CONFIRMED_INTEGRATED_ENTITY,prazosin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,8629,prazosin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000300,CONFIRMED_INTEGRATED_ENTITY,imipramine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,5691,imipramine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000301,CONFIRMED_INTEGRATED_ENTITY,acitretin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,16818,acitretin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000302,CONFIRMED_INTEGRATED_ENTITY,verteporfin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,118886,verteporfin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000303,CONFIRMED_INTEGRATED_ENTITY,nabumetone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,31448,nabumetone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000304,CONFIRMED_INTEGRATED_ENTITY,methscopolamine bromide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,56092,methscopolamine bromide,,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000305,CONFIRMED_INTEGRATED_ENTITY,ketorolac,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,35827,ketorolac,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000306,CONFIRMED_INTEGRATED_ENTITY,enoxacin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3925,enoxacin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000307,AMBIGUOUS_MAPPING_COMPONENT,quinine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,9071,quinine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000308,AMBIGUOUS_MAPPING_COMPONENT,quinidine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,9068,quinidine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000309,AMBIGUOUS_MAPPING_COMPONENT,"Cinchonan-9-ol, 6'-methoxy-, (8alpha,9R)-",pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,NO_MATCH,none,,,,,,0.0,NO_MATCH,success,
DRUG_000310,CONFIRMED_INTEGRATED_ENTITY,tenoxicam,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,37790,tenoxicam,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000311,CONFIRMED_INTEGRATED_ENTITY,dronabinol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10402,dronabinol,dronabinol,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000312,CONFIRMED_INTEGRATED_ENTITY,montelukast,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,88249,montelukast,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000313,CONFIRMED_INTEGRATED_ENTITY,fluoxetine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,4493,fluoxetine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000314,CONFIRMED_INTEGRATED_ENTITY,methohexital,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,6847,methohexital,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000315,CONFIRMED_INTEGRATED_ENTITY,chlordiazepoxide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2356,chlordiazepoxide,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000316,CONFIRMED_INTEGRATED_ENTITY,duloxetine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,72625,duloxetine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000317,CONFIRMED_INTEGRATED_ENTITY,chlorpromazine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2403,chlorpromazine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000318,CONFIRMED_INTEGRATED_ENTITY,amikacin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,641,amikacin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000319,CONFIRMED_INTEGRATED_ENTITY,lenalidomide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,342369,lenalidomide,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000320,CONFIRMED_INTEGRATED_ENTITY,raloxifene,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,72143,raloxifene,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000321,CONFIRMED_INTEGRATED_ENTITY,celecoxib,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,140587,celecoxib,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000322,CONFIRMED_INTEGRATED_ENTITY,gallamine triethiodide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,4639,gallamine triethiodide,,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000323,CONFIRMED_INTEGRATED_ENTITY,brimonidine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,134615,brimonidine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000324,CONFIRMED_INTEGRATED_ENTITY,dicloxacillin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3356,dicloxacillin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000325,CONFIRMED_INTEGRATED_ENTITY,nabilone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,31447,nabilone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000326,CONFIRMED_INTEGRATED_ENTITY,pefloxacin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,7960,pefloxacin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000327,CONFIRMED_INTEGRATED_ENTITY,altretamine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,5296,altretamine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000328,CONFIRMED_INTEGRATED_ENTITY,sotalol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,9947,sotalol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000329,CONFIRMED_INTEGRATED_ENTITY,buspirone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,1827,buspirone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000330,CONFIRMED_INTEGRATED_ENTITY,miglitol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,30009,miglitol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000331,CONFIRMED_INTEGRATED_ENTITY,fosinopril,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,50166,fosinopril,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000332,CONFIRMED_INTEGRATED_ENTITY,cefotaxime,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2186,cefotaxime,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000333,CONFIRMED_INTEGRATED_ENTITY,entacapone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,60307,entacapone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000334,CONFIRMED_INTEGRATED_ENTITY,zidovudine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,11413,zidovudine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000335,CONFIRMED_INTEGRATED_ENTITY,darifenacin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,136198,darifenacin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000336,CONFIRMED_INTEGRATED_ENTITY,oxycodone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,7804,oxycodone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000337,CONFIRMED_INTEGRATED_ENTITY,phenindione,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,8130,phenindione,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000338,CONFIRMED_INTEGRATED_ENTITY,flutamide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,4508,flutamide,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000339,CONFIRMED_INTEGRATED_ENTITY,tolmetin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10636,tolmetin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000340,CONFIRMED_INTEGRATED_ENTITY,cimetidine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2541,cimetidine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000341,CONFIRMED_INTEGRATED_ENTITY,haloperidol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,5093,haloperidol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000342,CONFIRMED_INTEGRATED_ENTITY,ritonavir,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,85762,ritonavir,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000343,CONFIRMED_INTEGRATED_ENTITY,levallorphan,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,6370,levallorphan,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000344,CONFIRMED_INTEGRATED_ENTITY,triflupromazine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10805,triflupromazine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000345,CONFIRMED_INTEGRATED_ENTITY,acetyldigitoxin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,132871,acetyldigitoxin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000346,CONFIRMED_INTEGRATED_ENTITY,vancomycin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,11124,vancomycin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000347,CONFIRMED_INTEGRATED_ENTITY,6-aminocaproic acid,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,99,6-aminocaproic acid,aminocaproic acid,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000348,CONFIRMED_INTEGRATED_ENTITY,(+-)-3-Methoxy-17-methylmorphinan,pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,HIGH_EXACT,exact_identifier_based,236146,dextromethorphan polistirex,,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000349,CONFIRMED_INTEGRATED_ENTITY,cisplatin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2555,cisplatin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000350,CONFIRMED_INTEGRATED_ENTITY,octotropine methylbromide,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,17945,octotropine methylbromide,anisotropine methylbromide,PIN,ENG,100.0,HIGH_EXACT,success,
DRUG_000351,CONFIRMED_INTEGRATED_ENTITY,albendazole,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,430,albendazole,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000352,CONFIRMED_INTEGRATED_ENTITY,trandolapril,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,38454,trandolapril,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000353,CONFIRMED_INTEGRATED_ENTITY,caspofungin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,140108,caspofungin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000354,CONFIRMED_INTEGRATED_ENTITY,carteolol,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2116,carteolol,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000355,AMBIGUOUS_MAPPING_COMPONENT,alitretinoin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,81864,alitretinoin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000356,AMBIGUOUS_MAPPING_COMPONENT,tretinoin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10753,tretinoin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000357,AMBIGUOUS_MAPPING_COMPONENT,isotretinoin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,6064,isotretinoin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000358,AMBIGUOUS_MAPPING_COMPONENT,"3,7-Dimethyl-9-(2,6,6-trimethylcyclohex-1-en-1-yl)nona-2,4,6,8-tetraenoic acid",pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,NO_MATCH,none,,,,,,0.0,NO_MATCH,success,
DRUG_000359,CONFIRMED_INTEGRATED_ENTITY,metolazone,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,6916,metolazone,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000360,CONFIRMED_INTEGRATED_ENTITY,tolnaftate,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,10637,tolnaftate,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000361,CONFIRMED_INTEGRATED_ENTITY,oxaliplatin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,32592,oxaliplatin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000362,CONFIRMED_INTEGRATED_ENTITY,dibucaine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,3339,dibucaine,cinchocaine,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000363,CONFIRMED_INTEGRATED_ENTITY,lercanidipine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,135056,lercanidipine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000364,CONFIRMED_INTEGRATED_ENTITY,foscarnet,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,33562,foscarnet,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000365,CONFIRMED_INTEGRATED_ENTITY,erlotinib,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,337525,erlotinib,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000366,CONFIRMED_INTEGRATED_ENTITY,Cyclophosphamide,pubchem_cid_lookup,PUBCHEM_TITLE_CANDIDATE,AMBIGUOUS_CLINICAL_MAPPING,conflict_resolution,,,,,,0.0,AMBIGUOUS_CLINICAL_MAPPING,success,"Conflict: mapped to multiple different RxCUIs: ['3002', '1545988']"
DRUG_000367,CONFIRMED_INTEGRATED_ENTITY,cefdinir,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,25037,cefdinir,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000368,CONFIRMED_INTEGRATED_ENTITY,ciprofloxacin,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,2551,ciprofloxacin,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000369,CONFIRMED_INTEGRATED_ENTITY,toremifene,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,38409,toremifene,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000370,CONFIRMED_INTEGRATED_ENTITY,nortriptyline,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,7531,nortriptyline,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000371,CONFIRMED_INTEGRATED_ENTITY,vincristine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,11202,vincristine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000372,CONFIRMED_INTEGRATED_ENTITY,benazepril,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,18867,benazepril,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000373,CONFIRMED_INTEGRATED_ENTITY,amoxapine,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,722,amoxapine,,IN,ENG,100.0,HIGH_EXACT,success,
DRUG_000374,CONFIRMED_INTEGRATED_ENTITY,fluorouracil,rxnav_drugbank_id_lookup,AUTHORITATIVE_NAME,HIGH_EXACT,exact_identifier_based,4492,fluorouracil,,IN,ENG,100.0,HIGH_EXACT,success,
