internal_drug_id,query_name,candidate_rxcui,candidate_name,candidate_tty,match_method,match_score,selected_as_final,selection_reason
DRUG_000624,disulfiram,3554,disulfiram,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000629,diazepam,3322,diazepam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000640,dobutamine,3616,dobutamine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000641,oxazepam,7781,oxazepam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000642,donepezil,135447,donepezil,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000643,nalbuphine,7238,nalbuphine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000648,perphenazine,8076,perphenazine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000651,temozolomide,37776,temozolomide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000655,terbinafine,37801,terbinafine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000656,penicillamine,7975,penicillamine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000657,prednisolone,8638,prednisolone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000658,diflunisal,3393,diflunisal,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000659,vardenafil,306674,vardenafil,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000660,ranitidine,9143,ranitidine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000665,dorzolamide,60207,dorzolamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000672,sirolimus,35302,sirolimus,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000673,emtricitabine,276237,emtricitabine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000674,chlorothiazide,2396,chlorothiazide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000675,quinapril,35208,quinapril,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000676,clomiphene,2596,clomiphene,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000677,isosorbide dinitrate,6058,isosorbide dinitrate,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000678,Risedronate,73056,risedronate,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000680,bumetanide,1808,bumetanide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000682,granisetron,26237,granisetron,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000688,triazolam,10767,triazolam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000690,remifentanil,73032,remifentanil,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000691,didanosine,3364,didanosine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000692,Ethacrynic Acid,4109,ethacrynic acid,PIN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000693,ondansetron,26225,ondansetron,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000694,bimatoprost,283810,bimatoprost,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000695,tiagabine,31914,tiagabine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000697,zonisamide,39998,zonisamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000698,paricalcitol,73710,paricalcitol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000700,repaglinide,73044,repaglinide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000702,amantadine,620,amantadine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000703,metronidazole,6922,metronidazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000704,dinoprostone,3478,dinoprostone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000705,almotriptan,279645,almotriptan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000707,ketotifen,6146,ketotifen,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000708,buprenorphine,1819,buprenorphine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000711,cyclobenzaprine,21949,cyclobenzaprine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000713,famotidine,4278,famotidine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000715,misoprostol,42331,misoprostol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000719,maprotiline,6646,maprotiline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000723,salmeterol,36117,salmeterol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000728,Aspirin,1191,aspirin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000730,fulvestrant,282357,fulvestrant,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000733,fexofenadine,87636,fexofenadine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000734,isoniazid,6038,isoniazid,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000735,naratriptan,141366,naratriptan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000736,rizatriptan,88014,rizatriptan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000742,methylprednisolone,6902,methylprednisolone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000743,pindolol,8332,pindolol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000745,zaleplon,74667,zaleplon,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000748,telmisartan,73494,telmisartan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000749,desloratadine,275635,desloratadine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000751,alosetron,85248,alosetron,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000752,dactinomycin,3100,dactinomycin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000753,azelastine,18603,azelastine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000754,ezetimibe,341248,ezetimibe,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000756,dipyridamole,3521,dipyridamole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000757,telithromycin,274786,telithromycin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000765,Formoterol,25255,formoterol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000767,Glycopyrronium,1546438,glycopyrronium,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000770,rivastigmine,183379,rivastigmine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000771,exemestane,258494,exemestane,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000772,oxaprozin,32613,oxaprozin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000774,azathioprine,1256,azathioprine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000775,gabapentin,25480,gabapentin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000777,frovatriptan,228783,frovatriptan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000778,hydrochlorothiazide,5487,hydrochlorothiazide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000782,Salbutamol,435,albuterol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000783,ganciclovir,4678,ganciclovir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000784,Hydroxyurea,5552,hydroxyurea,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000785,letrozole,72965,letrozole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000786,tioconazole,38298,tioconazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000787,busulfan,1828,busulfan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000790,Ketoprofen,6142,ketoprofen,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000793,cinacalcet,407990,cinacalcet,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000797,glyburide,4815,glyburide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000800,bethanechol,19257,bethanechol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000801,isosorbide mononitrate,28004,isosorbide mononitrate,PIN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000804,felodipine,4316,felodipine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000806,ketoconazole,6135,ketoconazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000808,irbesartan,83818,irbesartan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000809,topotecan,57308,topotecan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000810,probenecid,8698,probenecid,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000811,6-Mercaptopurine,103,mercaptopurine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000813,procainamide,8700,procainamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000814,tolterodine,119565,tolterodine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000815,selegiline,9639,selegiline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000816,fenofibrate,8703,fenofibrate,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000817,thalidomide,10432,thalidomide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000818,melphalan,6718,melphalan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000819,memantine,6719,memantine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000820,Gatifloxacin,228476,gatifloxacin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000823,fluocinonide,4462,fluocinonide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000824,abacavir,190521,abacavir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000825,ibuprofen,5640,ibuprofen,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000827,penicillin G,7980,penicillin G,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000831,norfloxacin,7517,norfloxacin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000832,"6-(2-Amino(4-hydroxyphenyl)acetamido)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)heptane-2-carboxylic acid",1297882,amoxicillin anhydrous,PIN,approximate_lookup,53.36818341963796,0,Alternative candidate
DRUG_000834,oxybutynin,32675,oxybutynin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000838,cefditoren,83682,cefditoren,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000839,glipizide,4821,glipizide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000840,clonazepam,2598,clonazepam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000841,promethazine,8745,promethazine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000844,atazanavir,343047,atazanavir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000845,fludarabine,24698,fludarabine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000848,atorvastatin,83367,atorvastatin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000849,Etidronic Acid,1356715,etidronic acid,PIN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000854,orlistat,37925,orlistat,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000856,pilocarpine,8328,pilocarpine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000859,iloprost,40138,iloprost,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000866,fluvastatin,41127,fluvastatin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000868,leflunomide,27169,leflunomide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000872,capecitabine,194000,capecitabine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000875,sertraline,36437,sertraline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000876,sibutramine,36514,sibutramine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000880,miconazole,6932,miconazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000885,nifedipine,7417,nifedipine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000893,tolbutamide,10635,tolbutamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000894,dutasteride,228790,dutasteride,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000895,econazole,3743,econazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000896,bicalutamide,83008,bicalutamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000897,rabeprazole,114979,rabeprazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000900,pioglitazone,33738,pioglitazone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000903,carvedilol,20352,carvedilol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000906,Ofloxacin,7623,ofloxacin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000911,doxepin,3638,doxepin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000912,Amifostine,4126,amifostine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000915,nefazodone,31565,nefazodone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000917,desipramine,3247,desipramine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000920,gemifloxacin,138099,gemifloxacin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000921,bupropion,42347,bupropion,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000924,halothane,5095,halothane,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000927,terazosin,37798,terazosin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000930,itraconazole,28031,itraconazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000936,orphenadrine,7715,orphenadrine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000943,ifosfamide,5657,ifosfamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000944,propafenone,8754,propafenone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000945,naloxone,7242,naloxone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000948,pergolide,8047,pergolide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000949,ciclopirox,21090,ciclopirox,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000950,desflurane,27340,desflurane,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000951,clindamycin,2582,clindamycin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000954,acebutolol,149,acebutolol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000955,brinzolamide,194881,brinzolamide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000958,captopril,1998,captopril,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000962,levetiracetam,114477,levetiracetam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000963,nadolol,7226,nadolol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000964,mitoxantrone,7005,mitoxantrone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000965,flumazenil,4457,flumazenil,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000970,levobunolol,1813,levobunolol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000971,clarithromycin,21212,clarithromycin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000975,estazolam,4077,estazolam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000976,finasteride,25025,finasteride,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000977,anastrozole,84857,anastrozole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000980,rifaximin,35619,rifaximin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000981,ketamine,6130,ketamine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000982,budesonide,19831,budesonide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000983,aminophylline,689,aminophylline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000984,quetiapine,51272,quetiapine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000989,saquinavir,83395,saquinavir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000990,metoclopramide,6915,metoclopramide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000992,sevoflurane,36453,sevoflurane,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000993,aripiprazole,89013,aripiprazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000995,epoprostenol,8814,epoprostenol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000996,gemfibrozil,4719,gemfibrozil,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_000997,clomipramine,2597,clomipramine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001004,iodixanol,27729,iodixanol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001009,Dasatinib,475342,dasatinib,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001013,desonide,3254,desonide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001016,posaconazole,282446,posaconazole,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001017,darunavir,460132,darunavir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001018,paliperidone,679314,paliperidone,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001019,sunitinib,357977,sunitinib,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001020,varenicline,591622,varenicline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001021,hydralazine,5470,hydralazine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001028,pirbuterol,33767,pirbuterol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001037,fosamprenavir,358262,fosamprenavir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001038,fosphenytoin,72236,fosphenytoin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001049,cephradine,2239,cephradine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001051,pancuronium,7883,pancuronium,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001053,Vecuronium,71535,vecuronium,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001064,iohexol,5956,iohexol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001068,rasagiline,134748,rasagiline,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001075,sodium bicarbonate,36676,sodium bicarbonate,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001086,danazol,3102,danazol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001089,tiotropium,69120,tiotropium,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001090,ciclesonide,274964,ciclesonide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001093,cefepime,20481,cefepime,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001096,cefpodoxime,20489,cefpodoxime,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001128,methamphetamine,6816,methamphetamine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001140,quazepam,35185,quazepam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001142,solifenacin,322167,solifenacin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001144,nitrazepam,7440,nitrazepam,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001158,valganciclovir,275891,valganciclovir,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001159,hydroxychloroquine,5521,hydroxychloroquine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001169,thiothixene,10510,thiothixene,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001172,lincomycin,6398,lincomycin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001180,calcipotriene,29365,calcipotriene,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001203,thiotepa,10473,thiotepa,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001252,rotigotine,616739,rotigotine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001307,ambrisentan,358274,ambrisentan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001334,desvenlafaxine,734064,desvenlafaxine,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001462,iopamidol,5966,iopamidol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001491,aliskiren,325646,aliskiren,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001550,ioversol,27792,ioversol,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001557,sodium chloride,9863,sodium chloride,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001559,iopromide,27781,iopromide,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001672,levoleucovorin,877015,levoleucovorin,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001726,"1-propanaminium, 3-carboxy-2-hydroxy-n,n,n-trimethyl-, inner salt",42955,levocarnitine,IN,approximate_lookup,57.63142889700646,0,Alternative candidate
DRUG_001727,Gamma-Aminobutyric Acid,4617,gamma-aminobutyric acid,PIN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001729,Calcium Cation,1316581,calcium ion,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001734,Sulfate Ion,1426598,sulfate ion,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001738,"6-{[Amino(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2015,carbenicillin,IN,approximate_lookup,51.0476395886712,0,Alternative candidate
DRUG_001740,"2-[[1-(2-Amino-1,3-thiazol-4-yl)-2-[(2-methyl-4-oxo-1-sulfoazetidin-3-yl)amino]-2-oxoethylidene]amino]oxy-2-methylpropanoic acid",1272,aztreonam,IN,approximate_lookup,74.47877473152485,1,Top matching score candidate
DRUG_001741,"4-[[2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-[[1-[4-[20-(2-amino-2-oxoethyl)-5-(3-aminopropyl)-11-benzyl-8-butan-2-yl-17-(carboxymethyl)-14-(1H-imidazol-5-ylmethyl)-3,6,9,12,15,18,21-heptaoxo-1,4,7,10,13,16,19-heptazacyclohenicos-2-yl]butylamino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",8153,phentolamine,IN,approximate_lookup,51.62980923785279,0,Alternative candidate
DRUG_001741,"4-[[2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-[[1-[4-[20-(2-amino-2-oxoethyl)-5-(3-aminopropyl)-11-benzyl-8-butan-2-yl-17-(carboxymethyl)-14-(1H-imidazol-5-ylmethyl)-3,6,9,12,15,18,21-heptaoxo-1,4,7,10,13,16,19-heptazacyclohenicos-2-yl]butylamino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",83816,delavirdine,IN,approximate_lookup,50.888898809726506,0,Alternative candidate
DRUG_001741,"4-[[2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-[[1-[4-[20-(2-amino-2-oxoethyl)-5-(3-aminopropyl)-11-benzyl-8-butan-2-yl-17-(carboxymethyl)-14-(1H-imidazol-5-ylmethyl)-3,6,9,12,15,18,21-heptaoxo-1,4,7,10,13,16,19-heptazacyclohenicos-2-yl]butylamino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",5340,histidine,IN,approximate_lookup,50.062102473300435,0,Alternative candidate
DRUG_001741,"4-[[2-[[2-(1-amino-2-methylbutyl)-4,5-dihydro-1,3-thiazole-4-carbonyl]amino]-4-methylpentanoyl]amino]-5-[[1-[4-[20-(2-amino-2-oxoethyl)-5-(3-aminopropyl)-11-benzyl-8-butan-2-yl-17-(carboxymethyl)-14-(1H-imidazol-5-ylmethyl)-3,6,9,12,15,18,21-heptaoxo-1,4,7,10,13,16,19-heptazacyclohenicos-2-yl]butylamino]-3-methyl-1-oxopentan-2-yl]amino]-5-oxopentanoic acid",10188,sulfapyridine,IN,approximate_lookup,50.061240580610836,0,Alternative candidate
DRUG_001743,Candesartan,214354,candesartan,IN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001744,"3-{[(5-methyl-1,3,4-thiadiazol-2-yl)sulfanyl]methyl}-8-oxo-7-[(1H-tetrazol-1-ylacetyl)amino]-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",2180,cefazolin,IN,approximate_lookup,66.82293716083873,0,Alternative candidate
DRUG_001745,"3-(Acetyloxymethyl)-7-[[2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",2186,cefotaxime,IN,approximate_lookup,50.988152019873525,0,Alternative candidate
DRUG_001747,"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-6-oxido-5-oxo-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",20481,cefepime,IN,approximate_lookup,56.85176439692606,0,Alternative candidate
DRUG_001747,"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-6-oxido-5-oxo-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",2186,cefotaxime,IN,approximate_lookup,56.584423801506325,0,Alternative candidate
DRUG_001747,"7-[[2-(2-Amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(2-methyl-6-oxido-5-oxo-1,2,4-triazin-3-yl)sulfanylmethyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate",2178,cefamandole,IN,approximate_lookup,52.09630645170493,0,Alternative candidate
DRUG_001755,Arthrotec,68373,Arthrotec,BN,exact_name_lookup,100.0,1,Top matching score candidate
DRUG_001756,"6-({[3-(2,6-Dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",3356,dicloxacillin,IN,approximate_lookup,64.99018418182759,0,Alternative candidate
DRUG_001756,"6-({[3-(2,6-Dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",4448,floxacillin,IN,approximate_lookup,56.01099395535781,0,Alternative candidate
DRUG_001756,"6-({[3-(2,6-Dichlorophenyl)-5-methyl-1,2-oxazol-4-yl]carbonyl}amino)-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",2181306,methicillin,IN,approximate_lookup,51.8218944596131,0,Alternative candidate
